,MonovsEnpitu,MonovsSattunMina,MonovsYaduyaBurnum,MonovsKateTakakura,Monovsrandomagent,EnpituvsSattunMina,EnpituvsYaduyaBurnum,EnpituvsKateTakakura,Enpituvsrandomagent,SattunMinavsYaduyaBurnum,SattunMinavsKateTakakura,SattunMinavsrandomagent,YaduyaBurnumvsKateTakakura,YaduyaBurnumvsrandomagent,KateTakakuravsrandomagent
329,1,1,1,1,1,2,1,0,2,1,1,1,2,2,1
330,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1
331,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2
332,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1
333,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2
334,1,2,1,1,1,2,2,1,2,0,1,1,2,1,1
335,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1
336,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1
337,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2
338,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1
339,1,1,1,1,0,2,2,2,1,1,2,1,2,2,1
340,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2
341,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2
342,1,1,1,1,1,2,2,1,2,1,2,1,1,1,0
343,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1
344,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1
345,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1
346,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2
347,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1
348,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1
349,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1
350,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1
351,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
352,1,1,1,1,1,2,0,2,1,1,1,1,1,1,2
353,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1
354,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1
355,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1
356,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2
357,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1
358,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1
359,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2
360,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2
361,1,1,1,1,1,2,1,1,0,1,2,1,1,1,1
362,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2
363,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1
364,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1
365,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1
366,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1
367,1,1,1,1,1,1,0,2,1,1,1,2,2,1,2
368,1,1,1,1,1,2,2,2,1,2,1,2,1,0,1
369,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1
370,1,1,0,1,1,1,1,1,2,1,2,1,2,2,1
371,1,1,1,1,1,1,0,1,2,1,2,1,1,1,2
372,1,1,1,1,1,2,2,1,2,2,1,1,0,2,1
373,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1
374,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1
375,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1
376,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2
377,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
378,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2
379,1,1,0,1,1,2,1,1,2,1,1,2,1,2,2
380,1,1,1,1,1,2,0,1,2,2,0,1,1,1,2
381,1,2,1,1,1,2,0,1,2,2,1,1,1,1,2
382,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2
383,1,1,1,1,1,2,1,2,2,1,1,1,2,0,2
384,1,1,1,1,1,1,1,2,2,1,1,1,2,0,1
385,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2
386,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2
387,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1
388,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2
389,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2
390,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0
391,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1
392,1,1,1,1,1,2,2,2,2,1,1,0,2,2,2
393,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1
394,2,1,1,1,1,2,1,0,0,2,2,1,1,2,2
395,1,1,1,1,1,2,1,0,1,1,2,2,2,2,1
396,1,1,1,1,1,0,2,2,1,1,2,1,1,2,2
397,1,2,1,1,1,2,2,0,1,1,1,1,1,2,2
398,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2
399,1,1,1,1,1,2,2,1,2,2,1,0,1,1,2
400,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1
401,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1
402,1,1,1,1,1,1,0,2,2,1,2,1,1,2,2
403,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
404,1,1,1,1,0,1,2,2,1,2,2,2,1,1,1
405,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1
406,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2
407,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0
408,1,1,1,1,1,2,2,1,1,1,2,1,0,0,2
409,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2
410,1,1,1,1,1,1,2,2,0,2,2,1,0,1,1
411,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1
412,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2
413,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
414,1,2,1,1,1,2,2,1,0,1,1,1,2,1,1
415,2,1,1,1,1,1,2,1,1,1,2,0,1,0,1
416,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2
417,1,1,1,1,1,2,2,2,2,1,1,1,1,0,0
418,1,1,1,1,1,0,2,1,2,1,1,1,2,2,1
419,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1
420,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2
421,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1
422,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1
423,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1
424,1,1,1,1,1,2,0,2,2,1,1,1,2,2,1
425,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2
426,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2
427,1,1,1,1,1,2,1,2,2,1,2,1,0,2,1
428,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2
429,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2
430,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2
431,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2
432,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2
433,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2
434,1,1,0,1,2,2,2,2,2,2,1,0,2,2,0
435,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1
436,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2
437,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2
438,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1
439,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
440,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
441,1,1,1,1,1,2,2,2,1,1,1,1,0,1,1
442,1,1,1,1,1,2,2,2,0,1,1,1,2,2,1
443,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1
444,1,1,1,1,1,2,2,1,0,1,1,2,2,1,1
445,1,1,1,1,2,1,2,1,1,1,1,1,0,2,1
446,1,1,2,1,1,1,2,0,2,2,2,2,1,1,1
447,1,1,1,1,1,2,2,2,2,2,1,2,1,0,2
448,1,2,1,1,1,1,0,1,2,1,0,2,2,2,2
449,1,1,1,1,1,2,1,1,1,0,2,1,2,0,1
450,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1
451,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1
452,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1
453,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2
454,1,1,1,1,1,2,2,2,1,1,1,1,1,2,0
455,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2
456,1,1,2,0,1,2,2,1,1,1,2,1,2,1,2
457,1,1,1,1,1,0,0,2,1,1,1,2,1,1,1
458,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1
459,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
460,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1
461,1,1,1,1,1,2,2,1,2,1,2,1,2,1,0
462,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2
463,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2
464,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1
465,1,1,1,1,1,2,2,2,1,2,0,1,1,2,1
466,1,1,1,1,1,2,2,2,1,1,1,1,2,1,0
467,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
468,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2
469,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2
470,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2
471,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
472,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1
473,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2
474,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2
475,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1
476,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2
477,1,1,1,1,1,2,0,1,1,1,2,1,1,2,2
478,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1
479,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1
480,1,1,1,1,1,2,2,1,1,1,1,1,0,1,0
481,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1
482,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2
483,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1
484,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1
485,1,1,1,1,1,1,1,0,2,2,1,2,1,1,1
486,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
487,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2
488,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2
489,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2
490,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
491,1,1,1,1,1,2,2,0,2,2,2,1,2,1,1
492,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
493,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2
494,1,1,1,1,1,2,2,0,2,2,1,2,2,1,1
495,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0
496,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2
497,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1
498,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1
499,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1
500,1,2,1,1,1,2,2,2,2,1,1,2,2,0,1
501,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1
502,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1
503,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1
504,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1
505,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1
506,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2
507,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2
508,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2
509,1,1,2,1,1,2,1,1,1,1,2,0,1,2,1
510,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2
511,1,1,1,1,1,1,2,2,1,2,0,2,2,2,2
512,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2
513,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2
514,1,1,1,1,1,1,2,2,1,0,1,1,2,1,2
515,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2
516,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
517,1,0,1,1,1,1,1,2,2,2,1,1,2,1,1
518,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1
519,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2
520,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2
521,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1
522,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2
523,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1
524,1,2,1,1,1,2,2,1,2,0,2,1,2,1,2
525,1,1,1,1,1,2,2,1,0,1,1,1,2,1,1
526,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1
527,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
528,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1
529,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2
530,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1
531,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2
532,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2
533,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2
534,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1
535,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1
536,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
537,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2
538,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1
539,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2
540,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2
541,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
542,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
543,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2
544,1,1,1,1,1,2,2,2,2,0,2,1,2,2,1
545,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1
546,1,1,1,1,1,2,2,1,1,2,2,2,0,2,2
547,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2
548,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2
549,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1
550,1,1,1,1,1,2,0,2,1,1,1,1,1,1,1
551,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1
552,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1
553,1,1,1,1,1,2,1,2,2,2,1,2,0,1,1
554,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1
555,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1
556,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2
557,1,1,1,1,1,2,0,1,2,1,2,1,2,1,2
558,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1
559,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1
560,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1
561,1,1,1,1,1,2,2,2,2,1,1,2,0,2,2
562,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1
563,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1
564,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
565,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
566,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2
567,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2
568,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2
569,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2
570,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2
571,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1
572,1,1,1,1,1,2,1,2,1,1,1,1,2,0,1
573,1,1,1,0,1,2,1,2,2,2,1,2,2,1,2
574,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1
575,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1
576,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2
577,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1
578,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
579,1,1,1,1,1,2,2,0,2,2,1,1,2,1,2
580,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
581,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
582,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0
583,1,1,1,1,1,1,0,2,2,1,1,2,2,1,2
584,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1
585,1,2,1,1,1,1,1,1,1,2,1,1,0,1,1
586,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2
587,0,1,1,1,1,2,1,2,2,1,1,2,2,1,2
588,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2
589,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2
590,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2
591,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1
592,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1
593,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2
594,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1
595,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1
596,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1
597,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1
598,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2
599,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2
600,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2
601,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2
602,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1
603,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1
604,1,1,2,1,1,2,0,2,1,1,1,1,2,1,2
605,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1
606,1,1,1,1,1,2,1,2,0,2,2,0,1,2,1
607,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1
608,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1
609,1,0,1,1,1,1,1,1,1,0,2,1,1,2,1
610,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2
611,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1
612,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2
613,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1
614,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1
615,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1
616,1,2,1,1,1,2,1,2,2,2,1,1,2,0,1
617,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1
618,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2
619,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2
620,1,1,1,1,1,1,1,2,1,0,2,1,2,2,2
621,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2
622,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1
623,1,1,1,1,1,2,1,1,0,1,1,1,1,2,1
624,1,1,1,1,1,2,1,1,1,0,2,1,0,1,2
625,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2
626,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2
627,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1
628,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2
629,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2
630,1,1,1,1,1,2,1,2,0,1,2,1,2,2,1
631,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2
632,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2
633,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1
634,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1
635,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
636,1,1,1,1,1,2,1,2,2,1,2,0,2,1,2
637,1,1,1,1,1,2,2,1,0,1,1,1,2,2,1
638,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1
639,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2
640,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1
641,1,1,1,1,1,1,2,0,1,1,1,1,1,2,1
642,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2
643,1,1,1,1,1,1,1,2,1,0,1,1,1,2,2
644,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2
645,1,1,1,1,1,2,2,2,1,1,1,1,2,2,0
646,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
647,1,1,1,1,1,1,0,1,2,1,2,1,1,1,0
648,1,1,1,1,1,2,2,1,2,1,1,1,2,0,1
649,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1
650,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1
651,1,1,1,1,1,1,0,1,2,1,1,1,2,2,2
652,1,1,1,1,1,2,2,1,1,1,0,1,1,2,1
653,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
654,1,1,1,1,1,2,1,1,1,2,1,0,2,1,2
655,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2
656,1,1,1,1,1,2,1,2,1,0,1,1,1,1,2
657,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1
658,1,1,1,1,1,0,2,2,2,2,1,1,2,1,1
659,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1
660,1,1,2,1,1,2,1,0,1,1,2,1,2,2,2
661,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2
662,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1
663,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1
