,MonovsEnpitu,MonovsSattunMina,MonovsYaduyaBurnum,MonovsKateTakakura,Monovsrandomagent,EnpituvsSattunMina,EnpituvsYaduyaBurnum,EnpituvsKateTakakura,Enpituvsrandomagent,SattunMinavsYaduyaBurnum,SattunMinavsKateTakakura,SattunMinavsrandomagent,YaduyaBurnumvsKateTakakura,YaduyaBurnumvsrandomagent,KateTakakuravsrandomagent
664,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1
665,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1
666,1,1,1,1,1,2,2,2,0,2,2,1,2,1,1
667,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2
668,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1
669,1,1,2,1,1,2,1,1,0,1,2,1,1,2,1
670,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2
671,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2
672,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2
673,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2
674,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
675,1,1,1,1,1,2,2,2,1,1,1,2,0,1,2
676,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2
677,1,1,1,1,1,1,1,1,2,2,2,0,1,2,1
678,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1
679,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1
680,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1
681,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1
682,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2
683,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
684,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2
685,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
686,1,1,1,1,1,2,1,0,1,1,2,1,1,1,2
687,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2
688,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1
689,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1
690,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1
691,1,1,1,1,1,2,2,1,0,1,1,1,1,2,2
692,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
693,1,1,0,1,1,2,2,1,2,1,2,2,2,2,1
694,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2
695,1,1,1,1,1,1,2,1,0,1,1,2,2,2,2
696,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1
697,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1
698,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2
699,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1
700,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
701,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
702,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1
703,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2
704,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
705,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2
706,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
707,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1
708,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2
709,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
710,1,1,1,1,1,2,1,2,1,1,2,1,1,0,1
711,1,1,1,1,1,0,1,1,0,0,1,1,1,2,1
712,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1
713,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2
714,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1
715,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1
716,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2
717,1,1,1,1,1,1,2,2,1,1,0,1,1,2,1
718,1,1,1,1,1,0,1,2,2,2,2,1,2,1,2
719,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2
720,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2
721,1,1,1,1,1,2,1,2,2,2,1,2,1,0,2
722,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
723,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1
724,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2
725,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2
726,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2
727,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2
728,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1
729,1,1,1,1,1,2,1,1,2,1,0,1,2,2,2
730,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2
731,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1
732,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2
733,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1
734,1,1,1,1,1,2,2,1,1,1,1,0,2,1,2
735,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2
736,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1
737,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1
738,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2
739,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1
740,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1
741,1,1,1,1,1,0,2,2,0,2,1,1,1,2,2
742,1,1,1,1,1,2,2,0,1,1,1,2,2,1,2
743,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1
744,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1
745,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1
746,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2
747,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2
748,1,0,1,1,2,1,2,2,1,1,2,2,2,1,2
749,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2
750,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2
751,1,1,1,1,1,2,1,2,0,1,0,1,1,1,1
752,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2
753,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2
754,1,1,1,1,1,2,2,2,2,1,0,1,1,1,1
755,1,1,1,1,1,2,2,1,2,1,2,1,1,2,0
756,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2
757,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2
758,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
759,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1
760,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2
761,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1
762,1,1,1,1,1,2,1,1,2,1,1,1,0,2,1
763,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
764,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
765,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1
766,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1
767,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2
768,1,2,1,1,1,2,0,2,0,2,1,1,2,1,2
769,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2
770,1,1,1,1,2,2,1,1,2,1,1,1,1,0,2
771,1,1,1,1,1,2,1,0,2,2,1,1,2,2,1
772,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
773,1,2,1,1,1,1,2,2,1,2,0,1,1,2,1
774,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1
775,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2
776,1,1,1,1,1,2,2,2,2,1,0,2,2,1,1
777,1,1,1,1,1,1,1,2,1,1,0,1,1,2,2
778,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2
779,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1
780,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2
781,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1
782,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1
783,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2
784,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1
785,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1
786,1,1,1,1,1,2,2,2,1,0,1,1,0,1,2
787,1,1,1,1,1,0,1,2,2,2,1,1,1,1,2
788,1,1,1,2,1,1,2,1,2,2,1,1,2,0,1
789,1,1,1,1,1,2,0,2,2,1,1,1,2,1,2
790,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2
791,1,1,1,1,1,1,2,2,2,0,1,2,2,2,2
792,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1
793,1,1,1,1,1,1,2,2,0,1,2,1,2,2,1
794,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2
795,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
796,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2
797,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2
798,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2
799,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2
800,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1
801,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1
802,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2
803,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1
804,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2
805,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2
806,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1
807,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1
808,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1
809,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2
810,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1
811,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2
812,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2
813,1,1,1,1,1,1,1,2,1,0,2,1,1,2,2
814,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
815,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1
816,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1
817,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2
818,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1
819,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1
820,1,1,1,1,1,1,0,1,2,2,0,1,2,2,1
821,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1
822,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2
823,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2
824,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1
825,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2
826,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1
827,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1
828,1,1,1,1,1,2,1,0,1,1,2,1,1,2,2
829,1,1,1,1,1,1,2,1,1,1,1,0,2,0,1
830,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2
831,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2
832,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2
833,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2
834,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2
835,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2
836,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
837,1,1,1,1,1,2,0,2,2,1,1,2,1,2,1
838,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
839,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1
840,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2
841,1,1,1,1,1,2,1,1,2,1,1,1,0,1,1
842,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2
843,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
844,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1
845,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2
846,1,1,1,1,1,2,2,2,0,1,2,1,0,2,2
847,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2
848,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1
849,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2
850,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2
851,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2
852,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2
853,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1
854,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1
855,1,1,1,1,1,2,2,1,1,0,1,1,2,1,2
856,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
857,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2
858,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2
859,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1
860,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1
861,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
862,1,1,1,1,1,1,0,1,2,1,1,2,2,2,2
863,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1
864,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2
865,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
866,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1
867,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2
868,1,1,1,1,1,2,2,1,1,1,1,0,2,1,2
869,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1
870,1,1,1,1,1,2,0,1,2,2,2,1,2,1,2
871,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2
872,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1
873,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1
874,1,1,1,1,1,2,1,2,0,1,0,1,1,2,1
875,1,1,1,1,1,2,1,1,2,1,2,1,1,2,0
876,1,1,2,1,1,2,2,0,2,1,2,1,1,2,1
877,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1
878,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2
879,1,1,1,1,1,1,1,1,2,1,2,0,2,1,2
880,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2
881,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1
882,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1
883,1,0,1,1,1,2,2,2,1,2,1,1,2,2,0
884,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1
885,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1
886,1,1,1,1,1,2,0,2,1,1,1,1,1,2,1
887,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1
888,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1
889,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2
890,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2
891,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1
892,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2
893,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1
894,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1
895,1,1,1,1,1,2,1,2,1,1,1,1,0,1,2
896,1,1,1,1,1,2,1,0,2,1,2,1,1,2,1
897,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2
898,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2
899,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2
900,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1
901,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1
902,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1
903,1,1,0,1,1,2,1,1,1,0,1,1,1,1,2
904,1,1,1,1,1,1,1,2,2,2,1,2,1,0,1
905,1,1,1,1,1,2,2,2,0,1,1,2,2,1,1
906,1,1,1,1,1,2,2,2,2,1,1,1,1,0,2
907,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1
908,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2
909,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
910,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2
911,1,1,1,1,1,1,1,1,1,0,2,1,2,1,1
912,1,1,1,1,1,2,1,2,2,1,0,2,2,1,1
913,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2
914,1,1,1,1,1,2,0,2,1,2,1,2,2,2,2
915,1,1,1,1,1,1,2,2,2,1,2,1,2,0,2
916,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1
917,1,1,1,1,2,2,0,1,1,1,1,1,2,1,1
918,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1
919,0,1,1,1,1,2,1,1,1,1,2,1,1,2,2
920,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2
921,1,2,1,2,1,2,1,1,2,0,2,2,1,2,1
922,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1
923,1,1,1,1,1,2,1,2,2,1,1,0,1,2,1
924,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
925,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2
926,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2
927,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1
928,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
929,1,1,1,1,1,2,1,2,1,1,1,0,2,0,1
930,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2
931,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1
932,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2
933,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1
934,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1
935,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2
936,1,1,1,1,1,2,1,1,2,2,2,2,2,0,1
937,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2
938,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1
939,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2
940,2,1,1,1,1,1,1,0,2,2,1,1,2,2,1
941,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
942,1,1,1,1,1,2,1,2,1,0,1,1,2,2,2
943,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1
944,1,1,1,1,1,0,1,1,1,1,1,1,2,2,0
945,1,1,1,1,1,2,0,2,2,1,1,1,1,1,1
946,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2
947,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2
948,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1
949,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1
950,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1
951,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1
952,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1
953,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1
954,1,1,1,1,1,2,1,0,2,2,2,1,2,2,1
955,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1
956,1,1,1,1,1,2,1,1,1,1,1,2,2,0,1
957,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1
958,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1
959,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1
960,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2
961,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2
962,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2
963,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2
964,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2
965,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1
966,1,2,1,1,2,1,2,2,1,2,1,1,2,0,1
967,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1
968,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1
969,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2
970,1,1,2,1,1,1,1,2,0,1,2,1,1,2,2
971,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2
972,1,1,1,1,1,2,1,1,2,1,1,1,2,0,1
973,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2
974,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2
975,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1
976,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
977,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2
978,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1
979,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2
980,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1
981,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1
982,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1
983,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1
984,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1
985,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2
986,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2
987,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1
988,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1
989,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2
990,1,1,1,1,1,2,0,1,1,2,2,2,2,1,1
991,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2
992,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
993,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1
994,1,1,1,1,2,2,0,2,1,2,1,2,1,1,2
995,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
996,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1
997,1,1,2,1,1,0,2,2,1,1,1,1,1,1,2
998,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2
999,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1
